Názov obce,GPS,Názov obce (google maps),Okres,GPS,Okres (google maps),Čas autom,Čas autom (sekundy),Vzdialenosť autom,Vzdialenosť autom (metre)
Šalgočka,"[48.34366185, 17.82171847]","Unnamed Road, Šalgočka, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",24 mins,1467,23.4 km,23382
Šintava,"[48.28424564, 17.7763866]","Unnamed Road, 925 51 Šintava, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",15 mins,924,14.6 km,14622
Šoporňa,"[48.2267536, 17.83694893]","573, 925 52 Šoporňa, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",17 mins,1043,17.7 km,17706
Tomášikovo,"[48.06832878, 17.72172239]","1354, 925 04 Tomášikovo, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",23 mins,1382,18.4 km,18372
Topoľnica,"[48.16992351, 17.78638111]","Topoľnica 146, 925 92 Topoľnica, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",10 mins,614,7.0 km,7017
Trstice,"[48.02022939, 17.82104915]","Trstice 1053, 925 42 Trstice, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",28 mins,1664,23.9 km,23909
Váhovce,"[48.23728066, 17.78395199]","1345, 925 62 Váhovce, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",11 mins,641,9.1 km,9137
Veľká Mača,"[48.24342142, 17.68905563]","1338, 925 32 Veľká Mača, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",10 mins,574,7.2 km,7220
Veľké Úľany,"[48.15479405, 17.57660779]","Školská 762/98, 925 22 Veľké Úľany, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",23 mins,1402,17.9 km,17888
Veľký Grob,"[48.2463332, 17.51795195]","925 27 Veľký Grob, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",30 mins,1810,23.7 km,23730
Vinohrady nad Váhom,"[48.31660842, 17.76879364]","507, 925 55 Vinohrady nad Váhom, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",20 mins,1186,16.7 km,16694
Vozokany,"[48.0973851, 17.70264664]","1340, 925 05 Vozokany, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",19 mins,1133,15.0 km,15047
Zemianske Sady,"[48.32785902, 17.82638885]","Zemianske Sady 173, 925 54 Zemianske Sady, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",21 mins,1273,21.2 km,21247
Matúškovo,"[48.1634185, 17.74890294]","1349, 925 01 Matúškovo, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",12 mins,696,5.9 km,5905
Dolná Streda,"[48.25699046, 17.74895579]","E571, 925 63 Dolná Streda, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",14 mins,826,16.4 km,16357
Malá Mača,"[48.229005, 17.64488594]","Unnamed Road, Malá Mača, Slovakia",Galanta,"[48.19924538, 17.72654965]","Krásna 1070/5, 924 01 Galanta, Slovakia",17 mins,1022,10.9 km,10943
Ješkova Ves,"[48.53053651, 18.35082519]","Unnamed Road, 958 45 Ješkova Ves, Slovakia",Partizánske,"[48.63566737, 18.36050345]","Topoľová 894/81, 958 04 Partizánske, Slovakia",21 mins,1264,17.0 km,16976
Brodzany,"[48.60119243, 18.35389759]","Brodzany 352, 958 42 Brodzany, Slovakia",Partizánske,"[48.63566737, 18.36050345]","Topoľová 894/81, 958 04 Partizánske, Slovakia",11 mins,636,4.6 km,4640
Malé Uherce,"[48.61616656, 18.40290422]","Viničky 278/12, 958 03 Malé Uherce, Slovakia",Partizánske,"[48.63566737, 18.36050345]","Topoľová 894/81, 958 04 Partizánske, Slovakia",10 mins,599,5.5 km,5505
Baldovce,"[48.99043626, 20.71440353]","Baldovce 25, 053 04 Baldovce, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",19 mins,1112,18.3 km,18254
Beharovce,"[49.00654544, 20.81875716]","3261, 053 05 Beharovce, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",18 mins,1060,22.9 km,22876
Bijacovce,"[49.04053424, 20.81231569]","3216, 053 06 Bijacovce, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",23 mins,1387,24.7 km,24708
Brutovce,"[49.08981509, 20.79074414]","3214, 053 73 Brutovce, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",30 mins,1786,26.0 km,26049
Buglovce,"[48.9842839, 20.69341749]","Buglovce 50, 053 04 Buglovce, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",19 mins,1131,17.9 km,17859
Dlhé Stráže,"[49.0278668, 20.52103038]","Dlhé Stráže 48, 054 01 Dlhé Stráže, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",10 mins,616,7.5 km,7501
Doľany,"[49.02251702, 20.6479484]","Roškovce 53, 053 02 Doľany, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",13 mins,797,8.7 km,8730
Domaňovce,"[48.96945914, 20.65171358]","Unnamed Road, 053 02 Domaňovce, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",19 mins,1120,15.2 km,15245
Dravce,"[49.02531551, 20.49250974]","3221, 053 14 Dravce, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",13 mins,809,10.5 km,10492
Dúbrava,"[48.98419674, 20.85613549]","Dúbrava 45, 053 05 Dúbrava, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",24 mins,1440,28.5 km,28457
Granč-Petrovce,"[48.99667588, 20.8062315]","Zadná ulica 97/14, 053 05 Granč - Petrovce, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",20 mins,1203,21.7 km,21737
Harakovce,"[48.99876098, 20.84582262]","3219, 053 05 Harakovce, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",22 mins,1303,26.6 km,26625
Vyšné Repaše,"[49.06755491, 20.68649652]","Vyšné Repaše 9, 053 71 Vyšné Repaše, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",18 mins,1059,13.7 km,13732
Vyšný Slavkov,"[49.06573895, 20.87025393]","Unnamed Road, 053 73 Vyšný Slavkov, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",36 mins,2189,32.4 km,32404
Jablonov,"[49.0311681, 20.69875516]","Unnamed Road, 053 03 Jablonov, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",24 mins,1467,20.2 km,20161
Klčov,"[49.01013033, 20.66791223]","E50, 053 02, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",10 mins,576,10.4 km,10442
Kurimany,"[49.00078845, 20.53809723]","Kurimany 72, 054 01 Kurimany, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",10 mins,610,6.5 km,6480
Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",1 min,0,1 m,0
Lúčka,"[49.04168757, 20.73276245]","053 03 Lúčka, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",23 mins,1391,20.3 km,20315
Nemešany,"[49.0092138, 20.68360714]","E50, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",10 mins,610,11.6 km,11587
Nižné Repaše,"[49.0945363, 20.71329421]","3204, 053 71 Nižné Repaše, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",22 mins,1342,18.1 km,18055
Oľšavica,"[49.09009346, 20.7520331]","Unnamed Road, 053 73 Oľšavica, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",28 mins,1659,22.6 km,22639
Ordzovany,"[49.05174903, 20.79101326]","Unnamed Road, 053 06 Ordzovany, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",28 mins,1674,27.0 km,26950
Pavľany,"[49.06354137, 20.72298385]","Unnamed Road, 053 71 Pavľany, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",24 mins,1453,17.5 km,17487
Poľanovce,"[49.03423132, 20.85510351]","Unnamed Road, 053 05 Poľanovce, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",28 mins,1660,29.6 km,29606
Pongrácovce,"[49.02383123, 20.82536819]","053 05 Pongrácovce, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",19 mins,1134,24.5 km,24475
Spišské Podhradie,"[49.0019542, 20.74601939]","Bielidlá 903/17, 053 04 Spišské Podhradie, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",17 mins,1017,17.6 km,17601
Spišský Hrhov,"[48.99817272, 20.63860797]","Pribišova 285/5, 053 02 Spišský Hrhov, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",12 mins,727,8.6 km,8617
Spišský Štvrtok,"[49.00470603, 20.46893881]","18, 053 14 Spišský Štvrtok, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",11 mins,669,11.0 km,11049
Studenec,"[49.03444564, 20.76333771]","Unnamed Road, 053 06 Ordzovany, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",22 mins,1341,22.8 km,22841
Torysky,"[49.09636753, 20.6792498]","Torysky 50, 053 71 Torysky, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",23 mins,1394,18.2 km,18194
Uloža,"[49.0443423, 20.63817207]","Uloža 74, 053 71 Uloža, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",12 mins,736,8.7 km,8744
Korytné,"[49.01315632, 20.8548371]","18, 053 05 Korytné, Slovakia",Levoča,"[49.02674618, 20.58521992]","Potočná 11, 054 01 Levoča, Slovakia",22 mins,1291,27.0 km,26958
Bratislava-Staré Mesto,"[48.15098766, 17.09942016]","Mišíkova 6-10, 811 06 Bratislava, Slovakia",Bratislava I,Bratislava I,"Bratislava I, Slovakia",5 mins,303,1.7 km,1677
Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",1 min,0,1 m,0
Badín,"[48.67542354, 19.08811602]","Badín, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",19 mins,1123,14.5 km,14535
Baláže,"[48.82843395, 19.19214284]","Baláže 49, 976 11 Baláže, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",28 mins,1678,18.6 km,18619
Čerín,"[48.66584618, 19.2524403]","Čačín 10, 974 01 Čerín, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",22 mins,1326,18.0 km,18018
Dolná Mičiná,"[48.6724525, 19.21307435]","Dolná Mičiná 106, 974 01 Dolná Mičiná, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",19 mins,1125,14.0 km,14012
Dolný Harmanec,"[48.83069632, 19.03644153]","976 03 Dolný Harmanec, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",18 mins,1066,15.7 km,15669
Donovaly,"[48.87375651, 19.23205339]","Donovaly, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",30 mins,1797,26.9 km,26935
Dúbravica,"[48.67782794, 19.29407303]","Unnamed Road, 976 33 Dúbravica, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",30 mins,1783,22.2 km,22187
Harmanec,"[48.78605754, 19.06657149]","Unnamed Road, 976 03 Harmanec, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",14 mins,865,11.7 km,11701
Hiadeľ,"[48.8302833, 19.31157531]","Unnamed Road, 976 61 Hiadeľ, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",27 mins,1591,25.2 km,25156
Horná Mičiná,"[48.70049864, 19.19713232]","974 01 Horná Mičiná, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",22 mins,1327,12.4 km,12379
Horné Pršany,"[48.69937512, 19.07092658]","Unnamed Road, 974 05 Horné Pršany, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",23 mins,1363,11.4 km,11353
Hrochoť,"[48.66263456, 19.37199049]","Unnamed Road, 976 37 Hrochoť, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",37 mins,2230,28.8 km,28784
Brusno,"[48.78022855, 19.3890535]","976 62 Brusno, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",25 mins,1493,24.6 km,24640
Kordíky,"[48.77300131, 19.02864904]","578, 976 34 Kordíky, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",14 mins,826,9.7 km,9699
Králiky,"[48.73424856, 19.02920665]","2434, 976 34 Králiky, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",14 mins,839,9.3 km,9254
Ľubietová,"[48.73429408, 19.42232131]","Unnamed Road, 976 55 Ľubietová, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",33 mins,1978,28.8 km,28843
Lučatín,"[48.77902275, 19.32404166]","66, 976 61 Lučatín, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",15 mins,907,17.7 km,17686
Medzibrod,"[48.80200523, 19.34642294]","Unnamed Road, 976 96 Medzibrod, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",22 mins,1331,21.8 km,21797
Môlča,"[48.7132894, 19.23053562]","2421, 974 01 Môlča, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",18 mins,1073,12.6 km,12609
Moštenica,"[48.83377584, 19.27900161]","Unnamed Road, 976 13 Moštenica, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",28 mins,1656,23.8 km,23790
Motyčky,"[48.86287897, 19.18416914]","E77, 976 02 Motyčky, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",23 mins,1383,21.2 km,21229
Oravce,"[48.69199611, 19.25996562]","Unnamed Road, 976 33 Oravce, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",28 mins,1706,21.3 km,21299
Podkonice,"[48.82001793, 19.24788035]","Unnamed Road, 976 13 Podkonice, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",26 mins,1565,21.2 km,21184
Pohronský Bukovec,"[48.8521957, 19.37983309]","Unnamed Road, 976 62 Pohronský Bukovec, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",34 mins,2067,31.0 km,31011
Poniky,"[48.70393705, 19.32883385]","Unnamed Road, 976 33 Poniky, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",40 mins,2373,21.2 km,21247
Povrazník,"[48.7108891, 19.36931617]","Unnamed Road, Povrazník, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",36 mins,2138,31.6 km,31586
Priechod,"[48.79115221, 19.22039501]","Unnamed Road, 976 11 Priechod, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",22 mins,1311,15.5 km,15544
Riečka,"[48.76128887, 19.06941676]","Riečka 104, 974 01 Riečka, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",10 mins,627,5.9 km,5937
Sebedín-Bečov,"[48.6400396, 19.24826803]","Unnamed Road, 974 01 Sebedín - Bečov, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",26 mins,1571,20.4 km,20427
Selce,"[48.78301096, 19.18947689]","Selce, 976 11 Selce, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",17 mins,1008,12.3 km,12309
Slovenská Ľupča,"[48.76159378, 19.27867692]","976 13 Slovenská Ľupča, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",14 mins,856,14.2 km,14202
Staré Hory,"[48.84411847, 19.12277212]","Unnamed Road, 976 02 Staré Hory, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",21 mins,1275,17.8 km,17797
Strelníky,"[48.70616903, 19.41112883]","Unnamed Road, 976 55 Strelníky, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",34 mins,2053,30.1 km,30111
Špania Dolina,"[48.80451048, 19.12846966]","Špania Dolina 204, 974 01 Špania Dolina, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",14 mins,854,10.3 km,10346
Tajov,"[48.74641932, 19.04244102]","976 34 Tajov, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",12 mins,702,7.4 km,7361
Turecká,"[48.85838199, 19.07919272]","Unnamed Road, 976 02 Turecká, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",27 mins,1630,19.6 km,19581
Kynceľová,"[48.75182822, 19.18238281]","Kynceľovská cesta, 974 01 Kynceľová, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",9 mins,523,7.3 km,7345
Nemce,"[48.77621826, 19.16816204]","Unnamed Road, 976 11 Selce, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",14 mins,844,8.0 km,7978
Vlkanová,"[48.67304319, 19.16476569]","Peťovská, Vlkanová, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",20 mins,1202,13.0 km,13012
Hronsek,"[48.65413389, 19.17299491]","Unnamed Road, 976 31 Hronsek, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",20 mins,1184,14.0 km,13974
Malachov,"[48.7120983, 19.07580398]","Banícka 264/96, 974 05 Malachov, Slovakia",Banská Bystrica,"[48.73629814, 19.12777878]","Nad plážou 3023/32, 974 01 Banská Bystrica, Slovakia",13 mins,782,6.7 km,6696
Holčíkovce,"[49.02067378, 21.72073041]","15, 094 05 Holčíkovce, Slovakia",Vranov nad Topľou,"[48.87744916, 21.68310752]","Toplianska 1127/17, 093 01 Vranov nad Topľou, Slovakia",21 mins,1240,23.2 km,23172
Jasenovce,"[48.99744679, 21.75849562]","Unnamed Road, 094 05 Jasenovce, Slovakia",Vranov nad Topľou,"[48.87744916, 21.68310752]","Toplianska 1127/17, 093 01 Vranov nad Topľou, Slovakia",26 mins,1563,22.5 km,22533
Jastrabie nad Topľou,"[48.9479941, 21.60943432]","Unnamed Road, 094 35 Jastrabie nad Topľou, Slovakia",Vranov nad Topľou,"[48.87744916, 21.68310752]","Toplianska 1127/17, 093 01 Vranov nad Topľou, Slovakia",16 mins,972,11.8 km,11812
Juskova Voľa,"[48.86128033, 21.54102324]","Unnamed Road, 094 12 Juskova Voľa, Slovakia",Vranov nad Topľou,"[48.87744916, 21.68310752]","Toplianska 1127/17, 093 01 Vranov nad Topľou, Slovakia",24 mins,1461,12.4 km,12396
Kamenná Poruba,"[48.84689225, 21.64432625]","Kamenná Poruba 88, 093 03 Kamenná Poruba, Slovakia",Vranov nad Topľou,"[48.87744916, 21.68310752]","Toplianska 1127/17, 093 01 Vranov nad Topľou, Slovakia",11 mins,641,6.7 km,6685
Kladzany,"[48.88681625, 21.75865049]","Kladzany 27, 094 21 Kladzany, Slovakia",Vranov nad Topľou,"[48.87744916, 21.68310752]","Toplianska 1127/17, 093 01 Vranov nad Topľou, Slovakia",13 mins,807,8.8 km,8787
Komárany,"[48.92466454, 21.63827162]","Komárany 50, 093 01 Komárany, Slovakia",Vranov nad Topľou,"[48.87744916, 21.68310752]","Toplianska 1127/17, 093 01 Vranov nad Topľou, Slovakia",13 mins,793,6.9 km,6855
Kučín,"[48.8694664, 21.75142013]","Kučín 67, 094 21 Kučín, Slovakia",Vranov nad Topľou,"[48.87744916, 21.68310752]","Toplianska 1127/17, 093 01 Vranov nad Topľou, Slovakia",12 mins,711,9.6 km,9640
Kvakovce,"[49.01377876, 21.67238433]","Dobrá 110, 094 02 Kvakovce, Slovakia",Vranov nad Topľou,"[48.87744916, 21.68310752]","Toplianska 1127/17, 093 01 Vranov nad Topľou, Slovakia",23 mins,1369,23.6 km,23563
Majerovce,"[48.89114738, 21.71647527]","Majerovce 23, 094 09 Majerovce, Slovakia",Vranov nad Topľou,"[48.87744916, 21.68310752]","Toplianska 1127/17, 093 01 Vranov nad Topľou, Slovakia",8 mins,451,6.9 km,6897
Malá Domaša,"[48.97973535, 21.71370002]","15, 094 02 Malá Domaša, Slovakia",Vranov nad Topľou,"[48.87744916, 21.68310752]","Toplianska 1127/17, 093 01 Vranov nad Topľou, Slovakia",17 mins,1049,18.5 km,18464
Matiaška,"[49.07363754, 21.58229277]","3570, 094 31 Matiaška, Slovakia",Vranov nad Topľou,"[48.87744916, 21.68310752]","Toplianska 1127/17, 093 01 Vranov nad Topľou, Slovakia",31 mins,1880,31.0 km,30954
